subject_id,rt,key_press,stimulus_type,syntax_cat,correct
01,913,65,Music,Distant-Key,FALSE
01,1292,85,Music,Distant-Key,TRUE
01,1401,65,Music,In-Key,TRUE
01,5067,65,Music,Distant-Key,FALSE
01,1281,65,Music,Distant-Key,FALSE
01,648,65,Music,In-Key,TRUE
01,4038,65,Music,Distant-Key,FALSE
01,2626,85,Music,Distant-Key,TRUE
01,680,65,Sentence,Filler-Ungram,FALSE
01,1495,85,Sentence,Filler-Ungram,TRUE
01,978,85,Sentence,Grammatical,FALSE
01,1181,85,Sentence,Ungrammatical,TRUE
01,1956,65,Sentence,Grammatical,TRUE
01,1026,65,Sentence,Grammatical,TRUE
01,1194,65,Sentence,Filler-Ungram,FALSE
01,558,85,Sentence,Ungrammatical,TRUE
01,2591,65,Sentence,Ungrammatical,FALSE
01,2715,65,Sentence,Filler-Gram,TRUE
01,1167,65,Sentence,Filler-Ungram,FALSE
01,1508,65,Sentence,Ungrammatical,FALSE
01,2061,65,Sentence,Ungrammatical,FALSE
01,1087,65,Sentence,Filler-Gram,TRUE
01,1499,65,Sentence,Grammatical,TRUE
01,615,65,Sentence,Filler-Ungram,FALSE
01,746,65,Sentence,Filler-Ungram,FALSE
01,2071,85,Sentence,Filler-Ungram,TRUE
01,1798,65,Sentence,Filler-Gram,TRUE
01,5215,65,Sentence,Ungrammatical,FALSE
01,942,85,Sentence,Grammatical,FALSE
01,457,85,Sentence,Filler-Gram,FALSE
01,1863,85,Sentence,Filler-Ungram,TRUE
01,1384,65,Sentence,Filler-Ungram,FALSE
01,659,85,Sentence,Ungrammatical,TRUE
01,3636,65,Sentence,Filler-Gram,TRUE
01,1231,65,Sentence,Filler-Gram,TRUE
01,3463,65,Sentence,Filler-Gram,TRUE
01,348,85,Sentence,Ungrammatical,TRUE
01,1794,85,Sentence,Ungrammatical,TRUE
01,3076,85,Sentence,Filler-Gram,FALSE
01,296,65,Sentence,Grammatical,TRUE
01,661,85,Sentence,Ungrammatical,TRUE
01,1183,65,Music,In-Key,TRUE
01,1720,85,Music,Distant-Key,TRUE
01,1693,65,Music,In-Key,TRUE
01,2533,65,Music,In-Key,TRUE
01,881,65,Music,Distant-Key,FALSE
01,1670,65,Music,In-Key,TRUE
01,2868,65,Music,In-Key,TRUE
01,2121,65,Music,In-Key,TRUE
01,3583,85,Music,Distant-Key,TRUE
01,8868,65,Music,In-Key,TRUE
01,1187,65,Music,In-Key,TRUE
01,1022,85,Music,Distant-Key,TRUE
01,2691,65,Music,Distant-Key,FALSE
01,1803,65,Music,Distant-Key,FALSE
01,900,65,Music,Distant-Key,FALSE
01,1798,65,Music,In-Key,TRUE
01,2574,65,Music,In-Key,TRUE
01,3369,65,Music,In-Key,TRUE
01,3589,65,Music,Distant-Key,FALSE
01,3613,65,Music,In-Key,TRUE
01,723,65,Music,Distant-Key,FALSE
01,1470,85,Music,Distant-Key,TRUE
01,2490,65,Music,Distant-Key,FALSE
01,3786,65,Music,Distant-Key,FALSE
01,5142,65,Music,In-Key,TRUE
01,601,65,Music,Distant-Key,FALSE
01,1331,65,Music,Distant-Key,FALSE
01,3635,85,Music,In-Key,FALSE
01,4053,65,Music,In-Key,TRUE
01,2277,65,Music,Distant-Key,FALSE
01,3776,65,Music,In-Key,TRUE
01,508,85,Music,Distant-Key,TRUE
01,441,65,Music,In-Key,TRUE
01,902,85,Music,Distant-Key,TRUE
01,1926,65,Music,In-Key,TRUE
01,1580,65,Music,In-Key,TRUE
01,491,65,Sentence,Grammatical,TRUE
01,872,85,Sentence,Ungrammatical,TRUE
01,1476,65,Sentence,Filler-Ungram,FALSE
01,1731,65,Sentence,Ungrammatical,FALSE
01,1646,65,Sentence,Filler-Gram,TRUE
01,1411,65,Sentence,Grammatical,TRUE
01,687,85,Sentence,Filler-Gram,FALSE
01,1612,65,Sentence,Grammatical,TRUE
01,414,65,Sentence,Ungrammatical,FALSE
01,1292,65,Sentence,Grammatical,TRUE
01,262,65,Sentence,Grammatical,TRUE
01,2885,65,Sentence,Filler-Ungram,FALSE
01,2124,65,Sentence,Filler-Ungram,FALSE
01,1426,65,Sentence,Ungrammatical,FALSE
01,1083,65,Sentence,Ungrammatical,FALSE
01,646,65,Sentence,Grammatical,TRUE
01,1906,65,Sentence,Grammatical,TRUE
01,1978,85,Sentence,Ungrammatical,TRUE
01,1122,85,Sentence,Ungrammatical,TRUE
01,3177,85,Sentence,Filler-Gram,FALSE
01,2151,65,Sentence,Filler-Ungram,FALSE
01,1032,85,Sentence,Filler-Ungram,TRUE
01,303,65,Sentence,Grammatical,TRUE
01,1312,65,Sentence,Ungrammatical,FALSE
01,2878,65,Sentence,Grammatical,TRUE
01,2000,85,Sentence,Ungrammatical,TRUE
01,1636,65,Sentence,Grammatical,TRUE
01,549,85,Sentence,Grammatical,FALSE
01,1507,85,Sentence,Ungrammatical,TRUE
01,2515,65,Sentence,Grammatical,TRUE
01,3090,65,Sentence,Ungrammatical,FALSE
01,4822,65,Sentence,Filler-Gram,TRUE
01,875,65,Sentence,Grammatical,TRUE
01,1868,85,Sentence,Grammatical,FALSE
02,661,65,Sentence,Grammatical,TRUE
02,1085,85,Sentence,Ungrammatical,TRUE
02,1223,65,Sentence,Filler-Ungram,FALSE
02,5009,85,Sentence,Filler-Ungram,TRUE
02,3178,85,Sentence,Filler-Gram,FALSE
02,483,85,Sentence,Ungrammatical,TRUE
02,563,85,Sentence,Ungrammatical,TRUE
02,456,65,Sentence,Filler-Ungram,FALSE
02,4960,85,Sentence,Filler-Ungram,TRUE
02,412,65,Sentence,Grammatical,TRUE
02,556,85,Sentence,Ungrammatical,TRUE
02,571,85,Sentence,Ungrammatical,TRUE
02,6044,65,Sentence,Grammatical,TRUE
02,617,65,Sentence,Filler-Ungram,FALSE
02,664,85,Sentence,Ungrammatical,TRUE
02,1665,85,Sentence,Filler-Gram,FALSE
02,1158,85,Sentence,Filler-Gram,FALSE
02,3730,85,Sentence,Filler-Gram,FALSE
02,377,65,Sentence,Filler-Ungram,FALSE
02,1103,65,Sentence,Filler-Ungram,FALSE
02,1594,85,Sentence,Filler-Gram,FALSE
02,1484,65,Sentence,Filler-Ungram,FALSE
02,1344,65,Sentence,Grammatical,TRUE
02,370,85,Sentence,Filler-Gram,FALSE
02,356,85,Sentence,Ungrammatical,TRUE
02,500,65,Sentence,Filler-Ungram,FALSE
02,1604,65,Sentence,Grammatical,TRUE
02,398,85,Sentence,Ungrammatical,TRUE
02,883,65,Sentence,Grammatical,TRUE
02,1454,65,Sentence,Grammatical,TRUE
02,891,65,Sentence,Grammatical,TRUE
02,713,65,Sentence,Filler-Ungram,FALSE
02,1654,65,Sentence,Grammatical,TRUE
02,1695,65,Music,In-Key,TRUE
02,425,85,Music,Distant-Key,TRUE
02,383,85,Music,Distant-Key,TRUE
02,445,65,Music,In-Key,TRUE
02,993,65,Music,In-Key,TRUE
02,469,65,Music,In-Key,TRUE
02,341,85,Music,Distant-Key,TRUE
02,1529,85,Music,In-Key,FALSE
02,282,85,Music,Distant-Key,TRUE
02,1303,85,Music,Distant-Key,TRUE
02,337,65,Music,In-Key,TRUE
02,1544,85,Music,Distant-Key,TRUE
02,718,65,Music,In-Key,TRUE
02,215,65,Music,In-Key,TRUE
02,269,85,Music,Distant-Key,TRUE
02,302,65,Music,In-Key,TRUE
02,364,65,Music,In-Key,TRUE
02,666,85,Music,In-Key,FALSE
02,248,85,Music,Distant-Key,TRUE
02,292,65,Music,In-Key,TRUE
02,331,85,Music,Distant-Key,TRUE
02,312,85,Music,Distant-Key,TRUE
02,468,85,Music,Distant-Key,TRUE
02,360,65,Music,In-Key,TRUE
02,476,85,Music,Distant-Key,TRUE
02,657,65,Music,Distant-Key,FALSE
02,342,65,Music,In-Key,TRUE
02,410,85,Music,Distant-Key,TRUE
02,240,65,Music,In-Key,TRUE
02,395,65,Music,In-Key,TRUE
02,1425,85,Music,Distant-Key,TRUE
02,350,85,Music,Distant-Key,TRUE
02,408,85,Music,Distant-Key,TRUE
02,382,65,Music,In-Key,TRUE
02,371,65,Music,In-Key,TRUE
02,336,85,Music,Distant-Key,TRUE
02,563,65,Sentence,Grammatical,TRUE
02,419,85,Sentence,Ungrammatical,TRUE
02,1551,65,Sentence,Filler-Ungram,FALSE
02,1927,65,Sentence,Filler-Gram,TRUE
02,374,85,Sentence,Filler-Gram,FALSE
02,282,85,Sentence,Filler-Gram,FALSE
02,540,85,Sentence,Filler-Gram,FALSE
02,1098,65,Sentence,Grammatical,TRUE
02,3437,65,Sentence,Filler-Ungram,FALSE
02,708,65,Sentence,Grammatical,TRUE
02,408,85,Sentence,Ungrammatical,TRUE
02,545,65,Sentence,Grammatical,TRUE
02,273,85,Sentence,Filler-Gram,FALSE
02,494,65,Sentence,Filler-Ungram,FALSE
02,472,85,Sentence,Ungrammatical,TRUE
02,670,65,Sentence,Grammatical,TRUE
02,474,85,Sentence,Ungrammatical,TRUE
02,608,85,Sentence,Filler-Gram,FALSE
02,393,85,Sentence,Ungrammatical,TRUE
02,336,65,Sentence,Grammatical,TRUE
02,838,85,Sentence,Ungrammatical,TRUE
02,413,65,Sentence,Filler-Ungram,FALSE
02,503,65,Sentence,Grammatical,TRUE
02,341,85,Sentence,Ungrammatical,TRUE
02,1625,85,Sentence,Filler-Gram,FALSE
02,473,65,Sentence,Grammatical,TRUE
02,574,85,Sentence,Filler-Gram,FALSE
02,1191,65,Sentence,Filler-Ungram,FALSE
02,756,65,Sentence,Filler-Ungram,FALSE
02,539,65,Sentence,Grammatical,TRUE
02,2350,85,Sentence,Filler-Gram,FALSE
02,3004,85,Sentence,Ungrammatical,TRUE
02,580,65,Sentence,Filler-Ungram,FALSE
02,920,85,Music,Distant-Key,TRUE
02,1137,65,Music,In-Key,TRUE
02,388,85,Music,Distant-Key,TRUE
02,604,65,Music,In-Key,TRUE
02,481,85,Music,Distant-Key,TRUE
02,220,65,Music,In-Key,TRUE
02,304,85,Music,Distant-Key,TRUE
02,454,65,Music,Distant-Key,FALSE
02,261,65,Music,In-Key,TRUE
02,331,65,Music,Distant-Key,FALSE
02,309,85,Music,Distant-Key,TRUE
02,521,85,Music,In-Key,FALSE
02,1360,65,Music,In-Key,TRUE
02,264,65,Music,In-Key,TRUE
02,344,65,Music,In-Key,TRUE
02,252,85,Music,Distant-Key,TRUE
02,1370,85,Music,Distant-Key,TRUE
02,632,65,Music,In-Key,TRUE
02,1606,65,Music,Distant-Key,FALSE
02,586,85,Music,Distant-Key,TRUE
02,468,65,Music,Distant-Key,FALSE
02,669,65,Music,Distant-Key,FALSE
02,694,65,Music,In-Key,TRUE
02,856,65,Music,In-Key,TRUE
02,1064,65,Music,In-Key,TRUE
02,2744,65,Music,Distant-Key,FALSE
02,405,65,Music,In-Key,TRUE
02,613,65,Music,In-Key,TRUE
02,537,85,Music,Distant-Key,TRUE
02,337,85,Music,Distant-Key,TRUE
02,1272,65,Music,In-Key,TRUE
02,479,85,Music,Distant-Key,TRUE
02,392,65,Music,In-Key,TRUE
02,412,65,Music,In-Key,TRUE
02,584,85,Music,Distant-Key,TRUE
02,340,65,Music,In-Key,TRUE
02,764,85,Sentence,Ungrammatical,TRUE
02,1852,85,Sentence,Filler-Gram,FALSE
02,571,85,Sentence,Ungrammatical,TRUE
02,553,85,Sentence,Ungrammatical,TRUE
02,2264,65,Sentence,Filler-Gram,TRUE
02,727,65,Sentence,Grammatical,TRUE
02,424,85,Sentence,Ungrammatical,TRUE
02,750,85,Sentence,Filler-Gram,FALSE
02,508,65,Sentence,Grammatical,TRUE
02,635,65,Sentence,Grammatical,TRUE
02,4501,65,Sentence,Grammatical,TRUE
02,1439,65,Sentence,Grammatical,TRUE
02,1453,85,Sentence,Filler-Gram,FALSE
02,1191,85,Sentence,Filler-Gram,FALSE
02,389,65,Sentence,Grammatical,TRUE
02,457,85,Sentence,Ungrammatical,TRUE
02,331,85,Sentence,Ungrammatical,TRUE
02,279,85,Sentence,Ungrammatical,TRUE
02,330,85,Sentence,Ungrammatical,TRUE
02,346,85,Sentence,Ungrammatical,TRUE
02,2212,65,Sentence,Filler-Ungram,FALSE
02,283,85,Sentence,Ungrammatical,TRUE
02,489,65,Sentence,Filler-Ungram,FALSE
02,374,65,Sentence,Grammatical,TRUE
02,1318,85,Sentence,Ungrammatical,TRUE
02,385,65,Sentence,Grammatical,TRUE
02,736,65,Sentence,Grammatical,TRUE
02,386,85,Sentence,Ungrammatical,TRUE
02,387,85,Sentence,Ungrammatical,TRUE
02,524,85,Sentence,Ungrammatical,TRUE
02,312,65,Sentence,Grammatical,TRUE
02,3097,85,Sentence,Filler-Ungram,TRUE
02,623,65,Sentence,Grammatical,TRUE
02,1042,65,Sentence,Grammatical,TRUE
03,1674,65,Sentence,Grammatical,TRUE
03,853,85,Sentence,Filler-Gram,FALSE
03,393,65,Sentence,Filler-Gram,TRUE
03,1105,65,Sentence,Grammatical,TRUE
03,972,65,Sentence,Grammatical,TRUE
03,1697,85,Sentence,Grammatical,FALSE
03,876,65,Sentence,Filler-Gram,TRUE
03,704,65,Sentence,Filler-Ungram,FALSE
03,1153,65,Sentence,Filler-Ungram,FALSE
03,1223,85,Sentence,Filler-Ungram,TRUE
03,721,65,Sentence,Filler-Ungram,FALSE
03,1401,65,Sentence,Filler-Ungram,FALSE
03,843,85,Sentence,Filler-Gram,FALSE
03,1516,65,Sentence,Ungrammatical,FALSE
03,1287,85,Sentence,Ungrammatical,TRUE
03,1413,85,Sentence,Ungrammatical,TRUE
03,1060,65,Sentence,Grammatical,TRUE
03,1086,65,Sentence,Filler-Gram,TRUE
03,1867,65,Sentence,Filler-Gram,TRUE
03,1302,85,Sentence,Ungrammatical,TRUE
03,1735,65,Sentence,Grammatical,TRUE
03,951,85,Sentence,Ungrammatical,TRUE
03,1485,65,Sentence,Grammatical,TRUE
03,732,65,Sentence,Grammatical,TRUE
03,1128,85,Sentence,Ungrammatical,TRUE
03,1406,85,Sentence,Filler-Gram,FALSE
03,1259,85,Sentence,Ungrammatical,TRUE
03,1555,65,Sentence,Ungrammatical,FALSE
03,1828,65,Sentence,Filler-Gram,TRUE
03,901,85,Sentence,Ungrammatical,TRUE
03,702,65,Sentence,Grammatical,TRUE
03,785,85,Sentence,Filler-Gram,FALSE
03,737,85,Sentence,Filler-Gram,FALSE
03,513,65,Music,In-Key,TRUE
03,1110,85,Music,Distant-Key,TRUE
03,659,65,Music,Distant-Key,FALSE
03,721,65,Music,Distant-Key,FALSE
03,930,85,Music,In-Key,FALSE
03,629,85,Music,Distant-Key,TRUE
03,1044,85,Music,Distant-Key,TRUE
03,1593,65,Music,In-Key,TRUE
03,755,65,Music,Distant-Key,FALSE
03,1925,65,Music,In-Key,TRUE
03,669,85,Music,Distant-Key,TRUE
03,1321,85,Music,Distant-Key,TRUE
03,847,85,Music,Distant-Key,TRUE
03,564,85,Music,Distant-Key,TRUE
03,443,65,Music,In-Key,TRUE
03,756,65,Music,In-Key,TRUE
03,1473,65,Music,In-Key,TRUE
03,1012,65,Music,Distant-Key,FALSE
03,1902,65,Music,In-Key,TRUE
03,1825,65,Music,Distant-Key,FALSE
03,564,65,Music,In-Key,TRUE
03,1350,65,Music,In-Key,TRUE
03,827,65,Music,Distant-Key,FALSE
03,458,65,Music,In-Key,TRUE
03,328,65,Music,In-Key,TRUE
03,361,65,Music,In-Key,TRUE
03,346,65,Music,In-Key,TRUE
03,693,65,Music,In-Key,TRUE
03,632,65,Music,In-Key,TRUE
03,493,85,Music,Distant-Key,TRUE
03,1148,85,Music,Distant-Key,TRUE
03,377,65,Music,In-Key,TRUE
03,936,85,Music,In-Key,FALSE
03,484,85,Music,Distant-Key,TRUE
03,903,65,Music,Distant-Key,FALSE
03,1929,65,Music,In-Key,TRUE
03,461,65,Sentence,Grammatical,TRUE
03,905,85,Sentence,Ungrammatical,TRUE
03,2173,65,Sentence,Grammatical,TRUE
03,941,65,Sentence,Grammatical,TRUE
03,1024,85,Sentence,Ungrammatical,TRUE
03,1250,65,Sentence,Grammatical,TRUE
03,2054,65,Sentence,Filler-Ungram,FALSE
03,2426,85,Sentence,Filler-Gram,FALSE
03,1674,85,Sentence,Ungrammatical,TRUE
03,1074,85,Sentence,Ungrammatical,TRUE
03,1939,65,Sentence,Grammatical,TRUE
03,1203,85,Sentence,Ungrammatical,TRUE
03,1635,65,Sentence,Grammatical,TRUE
03,946,65,Sentence,Filler-Ungram,FALSE
03,609,85,Sentence,Ungrammatical,TRUE
03,2444,85,Sentence,Grammatical,FALSE
03,1897,65,Sentence,Filler-Ungram,FALSE
03,1761,85,Sentence,Grammatical,FALSE
03,692,85,Sentence,Ungrammatical,TRUE
03,1006,85,Sentence,Ungrammatical,TRUE
03,1577,65,Sentence,Grammatical,TRUE
03,1113,85,Sentence,Ungrammatical,TRUE
03,958,85,Sentence,Ungrammatical,TRUE
03,2432,65,Sentence,Filler-Ungram,FALSE
03,1310,85,Sentence,Filler-Gram,FALSE
03,1255,65,Sentence,Filler-Gram,TRUE
03,908,65,Sentence,Filler-Ungram,FALSE
03,1293,85,Sentence,Filler-Gram,FALSE
03,1611,65,Sentence,Grammatical,TRUE
03,1833,85,Sentence,Filler-Gram,FALSE
03,1160,65,Sentence,Filler-Ungram,FALSE
03,992,65,Sentence,Filler-Ungram,FALSE
03,1756,65,Sentence,Grammatical,TRUE
03,752,65,Music,In-Key,TRUE
03,3884,85,Music,Distant-Key,TRUE
03,1685,85,Music,Distant-Key,TRUE
03,2262,65,Music,Distant-Key,FALSE
03,2457,65,Music,In-Key,TRUE
03,1502,85,Music,Distant-Key,TRUE
03,729,65,Music,In-Key,TRUE
03,467,65,Music,Distant-Key,FALSE
03,1711,65,Music,Distant-Key,FALSE
03,511,65,Music,In-Key,TRUE
03,716,85,Music,Distant-Key,TRUE
03,474,85,Music,Distant-Key,TRUE
03,1223,65,Music,Distant-Key,FALSE
03,1530,65,Music,In-Key,TRUE
03,885,65,Music,Distant-Key,FALSE
03,652,65,Music,In-Key,TRUE
03,648,65,Music,In-Key,TRUE
03,600,85,Music,Distant-Key,TRUE
03,1166,65,Music,Distant-Key,FALSE
03,3543,65,Music,In-Key,TRUE
03,823,65,Music,Distant-Key,FALSE
03,486,65,Music,In-Key,TRUE
03,418,65,Music,Distant-Key,FALSE
03,679,65,Music,In-Key,TRUE
03,857,65,Music,Distant-Key,FALSE
03,677,65,Music,In-Key,TRUE
03,754,65,Music,In-Key,TRUE
03,616,65,Music,In-Key,TRUE
03,514,85,Music,Distant-Key,TRUE
03,770,85,Music,Distant-Key,TRUE
03,688,65,Music,In-Key,TRUE
03,430,85,Music,Distant-Key,TRUE
03,732,65,Music,Distant-Key,FALSE
03,1037,65,Music,In-Key,TRUE
03,510,65,Music,In-Key,TRUE
03,621,65,Music,In-Key,TRUE
03,5161,85,Sentence,Filler-Ungram,TRUE
03,1279,85,Sentence,Filler-Gram,FALSE
03,548,65,Sentence,Ungrammatical,FALSE
03,1338,85,Sentence,Ungrammatical,TRUE
03,849,65,Sentence,Grammatical,TRUE
03,763,85,Sentence,Ungrammatical,TRUE
03,935,85,Sentence,Filler-Gram,FALSE
03,1298,65,Sentence,Filler-Ungram,FALSE
03,1009,65,Sentence,Grammatical,TRUE
03,796,65,Sentence,Filler-Ungram,FALSE
03,2494,65,Sentence,Grammatical,TRUE
03,616,65,Sentence,Grammatical,TRUE
03,567,65,Sentence,Filler-Gram,TRUE
03,3138,65,Sentence,Filler-Ungram,FALSE
03,1536,65,Sentence,Grammatical,TRUE
03,1532,65,Sentence,Grammatical,TRUE
03,2318,85,Sentence,Ungrammatical,TRUE
03,462,85,Sentence,Ungrammatical,TRUE
03,2437,65,Sentence,Ungrammatical,FALSE
03,752,65,Sentence,Grammatical,TRUE
03,2905,65,Sentence,Ungrammatical,FALSE
03,1361,65,Sentence,Filler-Ungram,FALSE
03,702,85,Sentence,Ungrammatical,TRUE
03,699,85,Sentence,Ungrammatical,TRUE
03,322,85,Sentence,Filler-Gram,FALSE
03,1682,85,Sentence,Ungrammatical,TRUE
03,4029,85,Sentence,Filler-Ungram,TRUE
03,750,65,Sentence,Filler-Ungram,FALSE
03,2469,65,Sentence,Grammatical,TRUE
03,543,85,Sentence,Filler-Gram,FALSE
03,490,65,Sentence,Grammatical,TRUE
03,1511,65,Sentence,Grammatical,TRUE
03,1431,85,Sentence,Ungrammatical,TRUE
03,3161,65,Sentence,Filler-Ungram,FALSE
04,2250,85,Sentence,Filler-Gram,FALSE
04,3376,65,Sentence,Filler-Ungram,FALSE
04,1961,65,Sentence,Filler-Ungram,FALSE
04,2300,85,Sentence,Filler-Gram,FALSE
04,2119,85,Sentence,Filler-Gram,FALSE
04,1791,85,Sentence,Filler-Gram,FALSE
04,1500,65,Sentence,Grammatical,TRUE
04,2001,85,Sentence,Ungrammatical,TRUE
04,1750,85,Sentence,Ungrammatical,TRUE
04,2287,85,Sentence,Ungrammatical,TRUE
04,1993,85,Sentence,Filler-Gram,FALSE
04,2998,85,Sentence,Filler-Gram,FALSE
04,1780,85,Sentence,Ungrammatical,TRUE
04,1913,65,Sentence,Filler-Ungram,FALSE
04,1942,85,Sentence,Ungrammatical,TRUE
04,2710,65,Sentence,Grammatical,TRUE
04,2184,65,Sentence,Filler-Ungram,FALSE
04,1930,65,Sentence,Grammatical,TRUE
04,861,85,Sentence,Filler-Gram,FALSE
04,2668,85,Sentence,Ungrammatical,TRUE
04,2735,85,Sentence,Filler-Gram,FALSE
04,2893,85,Sentence,Ungrammatical,TRUE
04,2889,85,Sentence,Ungrammatical,TRUE
04,2016,65,Sentence,Grammatical,TRUE
04,2231,85,Sentence,Ungrammatical,TRUE
04,2041,85,Sentence,Filler-Ungram,TRUE
04,1731,85,Sentence,Ungrammatical,TRUE
04,3094,85,Sentence,Ungrammatical,TRUE
04,2298,85,Sentence,Filler-Gram,FALSE
04,2343,65,Sentence,Grammatical,TRUE
04,1883,65,Sentence,Grammatical,TRUE
04,2386,85,Sentence,Filler-Gram,FALSE
04,2924,65,Sentence,Grammatical,TRUE
04,2291,85,Music,Distant-Key,TRUE
04,4253,85,Music,In-Key,FALSE
04,1946,85,Music,Distant-Key,TRUE
04,2219,85,Music,Distant-Key,TRUE
04,1862,85,Music,Distant-Key,TRUE
04,2508,85,Music,Distant-Key,TRUE
04,2469,65,Music,In-Key,TRUE
04,3544,85,Music,Distant-Key,TRUE
04,1839,85,Music,Distant-Key,TRUE
04,1562,65,Music,In-Key,TRUE
04,1840,65,Music,Distant-Key,FALSE
04,880,85,Music,Distant-Key,TRUE
04,2574,85,Music,Distant-Key,TRUE
04,2308,65,Music,In-Key,TRUE
04,1664,85,Music,Distant-Key,TRUE
04,1588,85,Music,In-Key,FALSE
04,1724,65,Music,In-Key,TRUE
04,3094,65,Music,In-Key,TRUE
04,4561,65,Music,In-Key,TRUE
04,2814,85,Music,Distant-Key,TRUE
04,2231,85,Music,In-Key,FALSE
04,4314,85,Music,Distant-Key,TRUE
04,3293,85,Music,Distant-Key,TRUE
04,1552,85,Music,Distant-Key,TRUE
04,3213,65,Music,In-Key,TRUE
04,2294,85,Music,Distant-Key,TRUE
04,2052,85,Music,In-Key,FALSE
04,2855,65,Music,In-Key,TRUE
04,2370,85,Music,In-Key,FALSE
04,2099,85,Music,Distant-Key,TRUE
04,3506,85,Music,In-Key,FALSE
04,3377,85,Music,Distant-Key,TRUE
04,2753,85,Music,In-Key,FALSE
04,3985,85,Music,In-Key,FALSE
04,3275,85,Music,Distant-Key,TRUE
04,705,65,Music,In-Key,TRUE
04,2301,65,Sentence,Filler-Ungram,FALSE
04,3159,65,Sentence,Filler-Ungram,FALSE
04,2526,65,Sentence,Grammatical,TRUE
04,1763,65,Sentence,Grammatical,TRUE
04,2076,85,Sentence,Ungrammatical,TRUE
04,4841,85,Sentence,Filler-Gram,FALSE
04,3311,65,Sentence,Grammatical,TRUE
04,2365,65,Sentence,Filler-Ungram,FALSE
04,5960,65,Sentence,Grammatical,TRUE
04,3201,65,Sentence,Filler-Ungram,FALSE
04,2796,65,Sentence,Filler-Ungram,FALSE
04,9180,65,Sentence,Grammatical,TRUE
04,2444,85,Sentence,Filler-Gram,FALSE
04,2246,65,Sentence,Grammatical,TRUE
04,2423,65,Sentence,Filler-Ungram,FALSE
04,1963,85,Sentence,Filler-Gram,FALSE
04,2310,85,Sentence,Ungrammatical,TRUE
04,2468,65,Sentence,Grammatical,TRUE
04,2355,85,Sentence,Ungrammatical,TRUE
04,2313,65,Sentence,Grammatical,TRUE
04,3111,85,Sentence,Ungrammatical,TRUE
04,2378,65,Sentence,Grammatical,TRUE
04,3098,85,Sentence,Filler-Gram,FALSE
04,2541,65,Sentence,Grammatical,TRUE
04,2383,65,Sentence,Grammatical,TRUE
04,2215,65,Sentence,Grammatical,TRUE
04,1881,65,Sentence,Grammatical,TRUE
04,2934,85,Sentence,Ungrammatical,TRUE
04,2887,85,Sentence,Ungrammatical,TRUE
